chunk_id,text_for_scoring,score_Contemporary_Manifestations,score_Historical_Slavery_Colonialism,score_Structural_Continuity_Neocolonial,bertje_score_Contemporary_Manifestations,bertje_score_Historical_Slavery_Colonialism,bertje_score_Structural_Continuity_Neocolonial,cosine_primary,bertje_primary
c5bb39b7:01768,ninsee vi implicatie pakket presenteren afschaffing slavernij elke algemene stem één vier componenten afschaffing regering gedwongen wetsontwerp tijdens debat werden parlementsleden continu alhoewel sommige parlementsleden zagen vorm één ding consensus vrijheid alleen slavernij schandelijk systeem slavernij vloek kanker nederland aanleiding parlementaire debat nam regering vier besluit afschaffing slavernij oktober juli achtergrond besluit intense debat verschillende gevraagde debat stemden parlementariërs elf afschaffing slavernij zeven afschaffing slavernij voormalige nederlandse bestond weliswaar overeenstemming noodzaak slavernij af procedures voorwaarden omtrent regering honoreerde eis compensatie plaats f zoals koos parlement f suriname f aruba f saba f intens debat term schadeloosstelling vervangen woord achtergrond besluit regering petities ontwerpen gericht belang daarin geformuleerd kopen kolonie overheid verplicht terwijl vrijkopen slaven middels manumissie bemoeilijkt daarom schadeloosstelling tegemoetkoming parlementariërs stemden voorstel betrekking tegemoetkoming tien regering stelde suriname staatstoezicht tien jaar zodat suriname afschaffing slavernij behouden bleef,5.533889415420564,5.505072219458049,5.906225889701888,4.8668857,5.591811,5.002538,Structural_Continuity_Neocolonial,Historical_Slavery_Colonialism
c5bb39b7:01769,goede argumenten stemde meerderheid stemmen minderheid zestien vierde regeringsbesluit behelsde immigratie arbeiders suriname gedurende tien besluit maken wens suriname landbouwkolonie geval goede argumenten stemde meerderheid veertig stemmen voorstel negentien stemden besluiten afschaffing slavernij uiteindelijk middel suriname landbouwkolonie steeds leven wij erfenis besluiten parlement juli hadden parlementsleden ander besluit genomen meerdere mogelijkheden - erfenis nederlandse slavernij anders waarom vrijheid wachten delea esajas groot-brittannië vanuit volgende opheffing tijd inclusief tussen europese staten belemmerd napoleontische leidde ertoe nederland betrokkenheid slavenhandel formeel beëindigde slavenhandel nam transporteerden nederlanders tussen african captives aldaar slaaf aantal daalde tussen frankrijk transporteerde tussen getal steeg tussen willemsen oorzaak reductie aantal slaaf-gemaakten hoge sterftecijfer verhouding stierven slaaf-gemaakten geboren ter bestond totale aantal slaaf-gemaakten suriname aantal gereduceerd afname bijna tien staatscommissie baud adviseerde daarom nederlandse suriname kolonie wilde slavernij af,3.613105721262845,3.996026487611672,3.234984446819049,4.7502756,4.49048,3.4915655,Historical_Slavery_Colonialism,Contemporary_Manifestations
c5bb39b7:01771,aangezien weg zin kiezen wij onze verslaglegging hanteren term plaats slechts kwestie betekenisleer geeft nederland beschikt juiste taal gedeelte ninsee ander woord waar moeilijk equivalent gevonden nederlands woord soms woord gevangene vastgezette persoon gebruikt synoniem captive betekent hetzelfde gevangene gevangene misdaad vervolgens gearresteerd gevangenisstraf captive juist equivalent woord captive nederlands behouden engelse report gebruiken wij woorden captive slaaf-gemaakt afrikaan pas slaaf-gemaakt moment maatschappij bereikte waar werk gesteld voordat vrij persoon daarna captive drie fases vrij captive persoon slaaf-gemaakt creëren wettelijk bekrachtigen slavernij europese staten ging onvermijdelijk gepaard maatschappelijke opsplitsing bevolking scheiding alleen afgedwongen wetten sprake machtige groep mensen slavenmakers controleerden beheerden methoden onderzoek gebaseerd literatuurstudie beschikbare beleidsdocumenten periode tussen wetenschappelijke media gerelateerde publicaties onderwerp periode maken deel onderzochte,5.719619198904578,5.405017365949343,6.110662092266528,5.8865805,5.386982,5.5445614,Structural_Continuity_Neocolonial,Contemporary_Manifestations
c5bb39b7:01777,nederland verwikkeld internationaal handelsnetwerk voordat soevereine staat handelsnetwerk leidde uiteindelijk oprichting verenigde oost-indische compagnie waarom vrijheid wachten delea esajas betekende nederland verwikkeld atlantische slavernijsysteem tijd uitgroeide soevereine herleiden feit - midden opstanden spanje - nederlandse kapitein ruim honderd afrikanen aankwam afrikanen hadden middelburg bereikt portugezen gekaapt werden eerste instantie besluit bewindvoerders middelburg zeggen afrikanen werden gelaten basis feit christelijk gedoopt christenen werden immers slavernij zoals willemsen reder kapitein gelde konden lieten tweemaal toe diende staten zeeland verzoekschrift alsnog west-indië mogen,3.881220653504588,3.630260308455089,2.766374447759124,3.5947945,4.7470074,2.8851674,Contemporary_Manifestations,Historical_Slavery_Colonialism
c5bb39b7:01783,nederland periode noemde zichzelf waarmee afstand nam oude confederaal georganiseerd bond zeven bond gedurende tachtigjarige oorlog zelfstandigheid verworven desondanks nooit uitgegroeid den berg vis eerste nationale haags gemeentearchief waarom vrijheid wachten delea esajas opgemerkt dient woorden bezetting nederland noodzakelijk financierde militaire expedities voornamelijk fiscale middelen wist steun eigen bevolking den berg vis bezetting gekoppeld slavernij kolonialisme europese machthebbende nieuwe republiek kwam ten slotte vraag voortzetting koloniale regimes slavernij den berg vis napoleon eerder aangeven geïnteresseerd nederlandse koloniale gegeven moment merkte napoleon volgende frankrijk engeland vrede tweederangs mogendheid holland anders erkenning krijgen britten moest republiek afstand ceylon huidige sri paar kleinere koloniale den berg vis zoals den berg vis hielp gebrek inkomsten koloniën -en oost-indië bijzonder staatsschulden sterker stagnerende handel tekorten republiek alleen,4.821489665811575,4.789638483480806,4.73262364237767,4.026003,5.444175,3.8410745,Contemporary_Manifestations,Historical_Slavery_Colonialism
c5bb39b7:01785,bracht eind ninsee slavernij noch maakte slavernij gecompliceerder maakte slavernij minder ene binnenlandse interrumpeerde invasie toenmalige macht creëerde ruimte nieuwe sociale volgens den berg vis legden gebeurtenissen fundament bestempelen parlementaire voegden hieraan volgende eerste nederlandse democratie liep gedeeltelijke gevormde eenheidsstaat voorgoed weten aantal algemene mensenrechten tijd eveneens weten overleven evenals idee staat constitutie welgemoed begonnen parlementaire democratie liep vijf jaar vast onvermogen zouden noemen vruchtbaar samen werken doeltreffend taken wetgeving bestuur den berg vis kant bracht bezetting napoleon einde soevereiniteit zoals geformuleerd bereikt unie transitie unie utrecht bataafsch beschreven den berg vis eerste echte grondwet geschiedenis unie utrecht vaak genoemd volgens den berg vis weinig overtuigend slechts enkele elementen unie utrecht volgens hen verdrag staatsregeling twee soorten vragen inhoud betekenis langere intrinsieke nederlandse karakter regeling den berg vis belangrijk merken definitie verbreed slechts oorlog vrede binnenlandse ruimere formulering tevens bestrijding onderwijs gezondheid behelsd den berg vis,4.282729864464593,4.188315975472522,4.35871340993208,4.4404,5.2605968,4.17083,Structural_Continuity_Neocolonial,Historical_Slavery_Colonialism
c5bb39b7:01786,betreffende verband stellen verband maatschappij ontvangt alle weldaaden vrijheid vreedzaam wenschen verleenende denzelven alle zekerheden daaraan bepalingen voorafgegaan inzake invoering algemene naast beroepsleger den berg vis staatsregeling gevolgd serie staatsregelingen ontwikkelden constitutie overbekende constitutie thorbecke staatsregeling belangrijk geschiedschrijving nooit erg aandacht radicalen vonden achteruitgang vergeleken waarom vrijheid wachten delea esajas grondwet anderen vonden wel verbetering paar meende geur smaak af staatsinrichting belangrijkste wijzigingen ten opzichte bestaan versobering grondwet tegelijkertijd juridisering naast berg vis blijft centrale positie regering parlement zoals ingericht nieuwe grondwet proclameert opnieuw - ondeelbaarheid wel opgenomen decentralisatie bestuur paste hierbij departementen gemeenten vrijheid gegeven eigen bestuur vorm lokale autonomie daarna grondwet tussen wel tijdelijk beperk zogenoemde provinciale reglementen betrekking plaatselijk bestuur den berg vis,3.9830675065841215,4.064709362243612,4.111034879199509,4.5207167,4.6219807,4.17035,Structural_Continuity_Neocolonial,Historical_Slavery_Colonialism
c5bb39b7:01787,schrijven december liet willem v aanhang weten vanaf moment vrij politieke keuzes den berg vis wij komen later terug gegevens inzicht geeft bouwstenen vormgaven parlementaire departementen vervolgens weer samenvielen originele provincies kregen eigen vrijheid bestuur gebeurde wel centraal toezicht gold tevens bevoegdheid heffen eigen belastingen departementen gemeenten gebeurde achtergrond waar procent inkomsten holland diende komen den berg vis belangrijk staatsregeling voorzag wet waarbij eenieder moeten aangeven welk kerkgenootschap vervolgens aangeslagen bijdrage kerkgenootschap soort kwam hervormde kerk faliekant voorzag ernstige eigen inkomsten hadden moeten erg nieuwe belasting religieuze spanningen tussen katholieken protestanten kwamen uitdrukking katholieken verloren algemeen staatsbewind samengestelde nieuwe wetgevend lichaam telde nauwelijks katholieke staatsbewind telde welgeteld brabander moest kwam den berg vis zoals hierboven opgemerkt napoleontische oorlogen overzeese handel direct effect financiën ninsee haïtiaanse revolutie kwam hard frankrijk belemmerde frankrijk directe toegang franse kolonie verenigde staten verplichtte napoleon louisiana belang weten spanje gevecht frankrijk gefinancierd bankier bankier london moeten vluchtten napoleon voorbereiding maakte nederland binnen,2.525371578332982,3.065430606546796,3.1464560505862678,3.091306,3.6176398,3.1918192,Structural_Continuity_Neocolonial,Historical_Slavery_Colonialism
c5bb39b7:01789,korte grondwet zoals gezegd grondslag gelegd zowel constitutionele monarchie zoals lodewijk napoleon uitgeoefend vanaf koning willem laatste beperkend den berg vis ronden wij af merken gevolg napoleontische bezetting nederland unitaire hervormd constitutie stand basis omstandigheden werden alle burgers onderworpen hetzelfde rechtssysteem waarom vrijheid wachten delea esajas gelijke behield grote privileges stond duidelijk tweede zoals ontwikkelingen samenkwamen vrede ontwikkelingen onderdeel revolutionaire opstanden europa greep hadden gehouden zeker moment resulteerden constitutie zullen volgende hoofdstukken rapport grondwet drie elementen bevat relevant onze eerste element introductie beperkt stemrecht verkiezingen wiens leden direct gekozen volwassen mannelijke tweede element scheiding kerk derde element toestemming confessioneel gebaseerd initiële constitutionele constellaties waarin individuen groepen eisen konden hardmaken emancipatie binnen nederlandse zoals later zullen vonden groepseisen uitdrukking groepspetities creëerde parameters staat vaststelde legitieme eis gelijkheid groepen positie status zwarte mensen ver verwijderd vergelijkingen,3.522571743047756,3.206339129709074,3.5548890187491398,4.1857495,3.8358796,3.162957,Structural_Continuity_Neocolonial,Contemporary_Manifestations
c5bb39b7:01790,desalniettemin kwam constitutie kwestie afschaffing slavernij voren zorgwekkende kwestie achtereenvolgende onderwerp zullen gaan ninsee drie slavernij constitutionele ontwikkeling eeuw trans-atlantische slavernij eeuw geïnitieerd vanuit geformaliseerd eeuw formeel afgeschaft europese naties frankrijk invloed twee anders landen afschaffing slavernij haïti gevolg verenigde staten amerika afschaffing veroorzaakt slavernij stand gehouden geweld dreigen geweld daadwerkelijk toe vanaf begin pleegden slachtoffers trans-atlantische slavernij dagelijks verzet geweld verzet passieve actieve passieve component kwam dagelijks uitdrukking actieve component leidde incidentele meerdere opstanden slavernij caribisch gebied noord- geval berbice huidige leiding suriname mentor curaçao leiding suriname vielen marrons plantages gevechten koloniale legers zoals gevechten leiding baron jolicoer tweede helft alleen haïti resulteerden opstanden omverwerping oprichting staat geleid voormalig gaat manier waarop afschaffing slavernij staat ontworpen daarmee geeft inzicht wetgevingsproces constitutionele achtergronden geleid afschaffing,6.214839159480709,6.2553473516757485,6.596429133228535,5.556294,5.9408445,5.157011,Structural_Continuity_Neocolonial,Historical_Slavery_Colonialism
c5bb39b7:01792,teruggegeven gebieden willem financieel mogelijk gaf defensie zuiden den berg voordat willem frederik vorst koning moest drie dingen stand zien moest groot aantal besluiten genomen ofwel verwijdering handhaving eerdere franse voorts moest nieuwe grondwet stand moest gewerkt uitbreiding hollandse koninkrijkje lodewijk zeker willem snel duidelijk oostenrijkse keizer inderdaad italiaans gebied geïnteresseerd blijvend bezit zuid-nederlandse den berg lag ontwerp lid eerste nationale vergadering waaraan jaren enige amendementen grondwet daarin staat hogendorp geformuleerde zin staten-generaal vertegenwoordigen gehele nederlandse zin steeds grondwet opgenomen blijk geeft nieuwe stap richting eenheid constitutionele net latere grondwetshervormingen lag grondwet grondwettelijke regeling ten meest uitgebreide grondwet twijfel algemene beginselen artikelen eigenlijke staatsregeling daarna steeds artikelen kleinere institutionele tekst relatief ofschoon vaak gezien bescheiden telt,3.299590646197468,3.82726379605978,3.891792031973524,3.1056433,3.9816535,3.588452,Structural_Continuity_Neocolonial,Historical_Slavery_Colonialism
c5bb39b7:01807,pahud curtius pahud brugghen mijer rochussen rochussen waarom vrijheid wachten delea esajas heemstra rochussen heemstra cornets groot kraaijenburg zuylen heemstra louden thorbecke ii uhlenbeck aftreden zeven kabinetten termijn vier jaar wisten vol hield rechtstreeks verband kabinet vallen nieuw samengestelde conflict geval jaren zeventig eeuw zag kabinet aanleiding verkiezing ontslag den berg traden conservatieve ministers koning willem ii af onvrede stappen koning buiten hen genomen betrekking hoewel voorzitter grondwetscommissie thorbecke gerrit schimmelpenninck leider nieuwe samenstelling kamer zag tussen grote lijnen volgt liberalen bestond liberale stroming meerdere radicalen liberalen voorstanders grote mate vrijheid belangrijkste punt realisatie overheid min mogelijk bemoeide maatschappelijke economische,4.026128810786059,4.593952861650587,4.686019836135434,4.175729,4.987858,4.482404,Structural_Continuity_Neocolonial,Historical_Slavery_Colonialism
c5bb39b7:01812,tegenslagen gepaard gingen aftreden meerdere ministers - donker curtius nam juni ministers rijk wichers traden tussentijds af - viel kabinet uiteindelijk september laatste twee ministers werden vervangers politieke voorkeur kamers veranderde nieuwe kamers radicale liberalen gunstiger gezind zeker ninsee maakte uitkomst parlementaire net sociale karakter kamers bleef vergelijkbaar sociëteit den berg kabinet thorbecke eerste kabinet-thorbecke trad november koning afkeer liberaal thorbecke probeerde daarom buiten kabinet donker curtius koning donker curtius machtigde kabinet samen vroeg gematigd liberale kamerlid nedermeijer rosenthal thorbecke opdracht formatieopdracht kwam manier direct thorbecke nedermeijer slaagden erin vrijwel geheel overwegend liberale ministersploeg enige tegenwerking koning betrekking keuze minister oorlog marine mislukte poging formateur kreeg thorbecke uiteindelijk tweede kans kabinet hoewel gedomineerd tegenslagen verwerken redelijk succesvol uitwerken verschillende bepalingen herziene grondwet zogenaamde organieke voorbeelden wetten kieswet provinciale daarnaast werden meerdere maatregelingen genomen handel liberaliseren economie gematigde personen kabinet minister justitie nedermeijer minister koloniën,2.4175020947402897,2.55407013917021,2.72683917123486,3.1102583,3.531288,3.3799026,Structural_Continuity_Neocolonial,Historical_Slavery_Colonialism
c5bb39b7:01815,den berg kabinet brugghen kabinet brugghen trad juli grotendeels geformeerd zogenoemde koninklijke kabinet geleid antirevolutionair ondanks feit kabinet zwakke basis wist nieuwe wet lager onderwijs tevens belangrijkste resultaat meerdere zoals afwijzing diende kabinet ontslag kabinet rochussen maart trad gemengd liberaal-conservatieve kabinet rochussen kabinet weinig slagkracht voornaamste plannen betrekking koloniën belastinghervorming kwamen kabinet kwam ten val ontwerp-spoorwegwet februari eerste kamer wetsontwerp ging plan staatsaanleg particuliere maatschappijen laten staat zouden cursivering ninsee onenigheid gekomen welke gebieden wel spoorlijn ontsloten dienden opstand banjarmasin waarbij aantal europeanen deed haagse politici terugschrikken hervormingen nederlands- bang europese bevolking indië keren nederlandse kabinet heemstra formateur kabinet heemstra leider kabinet kabinet wist oplossing vinden spoorwegkwestie verder weinig ondervond oppositie kabinet bekritiseerden vanwege feit weinig standvastige koers volgde regelmatig moest zoeken nieuwe meerderheid besluit liberalen tweede kamer hadden kritiek,2.409507669580223,3.1056913279331457,2.7314498253502397,3.3108828,3.932511,3.9344585,Historical_Slavery_Colonialism,Structural_Continuity_Neocolonial
c5bb39b7:01822,waarom vrijheid wachten delea esajas idee heersende meningen relatie tussen vrijheid slaafgemaakten vinden terug vinden openingsstatements kader interessant merken verschillende sprekers woord woord gebruikt debat heer cool stelde vloek slavenland heer zuylen nyevelt zei schandelijke slavernij meesten onzer zullen volgaarne den eerste spreker heer heden instelling vloek uitspraken suggereren politici geïnteresseerd europese naties nederlanders zagen vrijheid vooraf belangrijk merken parlementsleden elkaar refereerden basis basis district debat juli begon opening openingstoespraken tweede jacob conservatief peter marius tutein conservatief gerrit adrianus liberaal simon liberaal jacob pieter zuylen conservatief-liberaal later antirevolutionair zwolle pieter philip liberaal totaal politici eerste zitting traditie grondwettelijke ontwikkeling hadden verschillende mensen geïnteresseerd kwestie aanvang debat ontwerpen ingeleverd afschaffing slavernij vanaf start zittingen duidelijk slavenhouders zouden opgeven hetgeen eigendom anti-slavernij beweging utrecht vertegenwoordigd wolbers,5.824265854910539,5.649285319052671,4.481134254305585,5.4741263,5.7808533,4.0397468,Contemporary_Manifestations,Historical_Slavery_Colonialism
c5bb39b7:01824,wij emanciperen onzen handel onze nijverheid herziening tarief wij zullen emanciperen waarom vrijheid wachten delea esajas aanneming wetsontwerp afkoopbaarstelling eerste plaats moest noemen emancipatie slaven gewigtigste vraag daarbij den toestand verbeteren verergeren voor- nadelig den gewigtig slaven vraag vrijheid toestand verbeteren dirks vervolgde openingsstatement mededeling vrijheid volgens dirks moest vrijheid geleidelijk geïmplementeerd vanwege natuur den tweede bezwaar wel grootste gelegen natuur den naturam expellas zegt oude adam altoos neger blijft vergeefs den moriaan vooral arbeid veld geeft groote zegt arbeidt veld adqui ergo zulks eene vrij man zegt draagt schoenen blaauwen gelen hoed vrij man werkt vrij ge- mag behoef probeerde bovenstaande gedachtegang context geven geene definitie gouverneurs-generaal west- geene theorie ondervinding britsch guyana slechts rapporten brochures tweede persoon openingsstatement maakte peter marius tutein conservatief,5.784336212468235,5.736741019339906,5.310208981643038,5.713059,6.1508274,5.1654677,Contemporary_Manifestations,Historical_Slavery_Colonialism
c5bb39b7:01825,tutein nolthenius bevestigde alleen positie waarin regering maakte doelstellingen afschaffingsplan volgende wets-ontwerp eenvoudig hoofdtrekken den tijd wijze emancipatie angstvallig kleine détails zeker zeer goed papier waarvan praktijk uitvoering alle utopieën om- trent phalanstères maatschappelijke droombeelden thans geheel wets-ontwerp behouden hetgeen behoort bevatten hoofddoel hoofdbeginselen omtrent tijd wijze schadevergoeding staatstoezigt immigratie vreemde arbeiders generale trekken geregeld nederlandsche staats-courant tweede zitting julij nederlandsche staats-courant tweede zitting julij nederlandsche staats-courant tweede zitting julij nederlandsche staats-courant tweede zitting julij ninsee vervolgde redenen waarom volgens afschaffing slavernij huldig beginsel wets-ontwerp tijd omstandigheden einde zaak verantwoord indien oogenblik ongebruikt liet,3.5938221910209,3.3330601398898683,3.582836445571061,4.221595,4.521107,4.1440725,Contemporary_Manifestations,Historical_Slavery_Colonialism
c5bb39b7:01827,tweede zitting julij nederlandsche staats-courant tweede zitting julij nederlandsche staats-courant tweede zitting julij waarom vrijheid wachten delea esajas ging idee idee ondersteunde volgende staatstoezigt gedurende hiertegen groote bezwaren hooren zelfs hooren noemen staatstoezigt dieverpligting arbeiden vermomde slavernij mijnheer nooit tevreden alle locale belangen bijzondere omstandigheden geheel hoofd zien wanneer geliefdkoosd beginsel eene theorie absoluut dadelijk gereed spreken hinken twee bekrompen ten-uitvoer-legging dergelijke klagten eigenlijk slagen groote turksche trom staatstoezigt juist voorstander emancipatie eenige plechtanker waardoor misschien kolonie geëmancipeerden regt zelfs stap verder willen gaan tien jaren toezigt verder wanneer later bleek noodig des noods toepasselijk verklaren geheele tegenwoordige geslacht geëmancipeerd hierna ging benoemen voorwaarden volgens gesteld dienden vrijlating,4.899222999480928,4.528369207683779,4.533658332311906,4.872096,5.198803,4.891155,Contemporary_Manifestations,Historical_Slavery_Colonialism
c5bb39b7:01828,vrijheid eenige beperking geven menschen eigenlijk kinderen maatschappij zullen optreden hoofddenkbeeld vrijheid regt beschouwen bijzonder mild klimaat verkrijgen noodig hunne weinige be- hoeften noemenswaardig werk waartoe stelde vervolgens lande geheel absoluten zin vrij willigen arbeid neen koude duizende natuur voortspruiten kunstmatig gecreëerd dwingen bestonden zoude vooral waarbij ligchamelijke aanstrenging treurig ligt alle klimaten menschelijke natuur daarvan afkeerig ondervinding vorige spreker hierop gewezen vrijheid nemen alleen regels eene memorie toelichting punt herinnering alsof genoeg voegde slaven volkomen wilden natuurstaat eene halve kwartbeschaving juist nederlandsche staats-courant tweede zitting julij nederlandsche staats-courant tweede zitting julij nederlandsche staats-courant tweede zitting julij ninsee nadeelige zijde beschaving leeren geloof vergelijking wilde natuurstaat verkieslijk,5.92220922845013,5.695750771030077,6.11590047033496,5.411849,6.1114464,5.5959554,Structural_Continuity_Neocolonial,Historical_Slavery_Colonialism
c5bb39b7:01829,staatstoezigt verpligting werken vereischte iedere gevaar alle ligchamelijke mishandeling geweken toezigt zei overige ondergeschikt belang gaarne anderen sedert jaren wij emancipatie behandeling geloof belang kolonien belang waardigheid regering thans einde zaak hetgeen gezien gehoord praktische eenvoudigheid voorkeur geven boven wij dusverre ontvangen daarom grijp beide handen wanneer wij buitendien zaak financieel oogpunt thans oogenblik nederland daartoe ging verder stellen schadevergoeding tegemoetkoming geene emancipatie oud onregt herstellen eene nieuwe onregtvaardigheid schadevergoeding billijkheid geregeld financiele toestand nederland toelaat vaderland slavenhoudenden staat verantwoord indien geschikte oogenblik liet voorbijgaan toestand waarin eene onderdaan nederland den willekeurig koopwaar financiële toestand waar gereffereerd batig later komen eerst gaan verder derde persoon liberaal raadt lijkt erop raadt eerste spreker statement vragen stelde context aansloot belangen slaaf- daarnaast geïnteresseerd intenties regering sociologische implicaties gevolgen,5.731524336325967,6.328704083856689,6.48880406392699,5.3119254,6.0656347,5.9640474,Structural_Continuity_Neocolonial,Historical_Slavery_Colonialism
c5bb39b7:01831,doet vraag betrekking den daarbij den voorgrond bekenden opheffing slavernij zijne schatting bevoegdheid zelven werkeloos zwervend leven ligt antwoord vrijheid alleen ontwikkeling wanneer geplaatst eenen arbeid bevrediging zijne behoeften onvermijdelijk noodig gelegenheid vindt verkeer politicus stelde deel vrees indien vrijverklaring plaats wijze wets-ontwerp dezer voorwaarden den natuurlijken loop zaken geboren noodig hieromtrent breedvoerige toelichting beroep daartoe slechts krachtige leiding wet oog elders zoo vaak vele stede individuele overeenkomsten verrigting arbeid bosschen wijk zullen genot zoeken vrijheid waar beroofde onvrucht- nederlandsche staats-courant tweede zitting julij nederlandsche staats-courant tweede zitting julij nederlandsche staats-courant tweede zitting julij nederlandsche staats-courant tweede zitting julij ninsee baar verontrustend zullen observaties kamerlid raadt lieten contradicties zien document,5.916611231676649,6.249696968693495,6.670436112100166,6.0500216,6.4449296,6.345318,Structural_Continuity_Neocolonial,Historical_Slavery_Colonialism
c5bb39b7:01832,vrees geene verordeningen maatregelen politie magte zullen neiging lediggang zwerverij krachtig genoeg voeg planter arbeiders kolonie nuttig hiervan tevens gevolg blanke onafhankelijk den neger zoeken daarbij wijs bekende vooroordeel volgens ervaring hooge mate zoodra slavernij vroeg aandacht vooroordelen slavernij verkeer tusschen beide zeer zeker vooroordeel dubbele mate dusdanige dien aanhangige wet bevorderlijk veredeling ontwikkeling den wijze verderfelijker wonde ziet dezelfde klippen waarop anderen schipbreuk vorige wets-ontwerp lot slaven magten magtsgewijze waar overeenkomst zouden magtsgewijze eene plantage hierdoor gegrond den bestaanden leven alsnog juist geschikt den neger leiden genot regten blanke grondslag daardoor krachtige waarborg den neger maatschappelijk leven vatbaar immers verdient negers noord-amerika west-indische kolonien hoogere ontwikkeling bereikt bijna overal emancipatie weinig gelukkige uitkomsten,5.960871632494361,6.353955512312165,4.903222264665852,6.598277,6.40941,5.1506786,Historical_Slavery_Colonialism,Contemporary_Manifestations
c5bb39b7:01836,jaren afschaffing gesproken wij twee voorname europesche staten laten vraag prijs stellen den naam beschaafde zullen wij blijven tevreden stellen dien onhoudbaren waarover nageslacht eenmaal ligt weder ontwerp vraag ontwerp hetzelfde lot beurt vallen zoo vele hoop eer onze eer gaarne toegeven oneens tijd doodvonnis slavernij vervolgde nederlandsche staats-courant tweede zitting julij nederlandsche staats-courant tweede zitting julij nederlandsche staats-courant tweede zitting julij nederlandsche staats-courant tweede zitting julij waarom vrijheid wachten delea esajas veronderstelling zaak vergadering beslag drie punten mijne bescheiden einddoel oogen moeten eerste punt betrekking eerste plaats oog uitkomsten belang vrijgemaakten,5.563404233834493,5.371156004186445,5.434982261745213,5.610121,5.8272276,5.6218834,Contemporary_Manifestations,Historical_Slavery_Colonialism
c5bb39b7:01837,vrijgemaakten werkelijk genot eener redelijke vrijheid zullen tweede punt maken behoud tweede plaats hoop geschieden behoud onze onmisbaar zullen zoo kort mogelijk zullen duren binnen engste grenzen derde punt betrekking eindelijk derde onze financiele krachten staat zullen afschaffing zullen lijkt erop cool druk maakte vooral relatie mijne innige gegrond nauwgezet staat besluit dezer vergadering afschaffing slavernij onze den ondergang daarvan zeer zeker indien gelijker tijd eene wettelijk geregelde immigratie daarmede gepaard stelde verder daarover ten slotte alleen regering hare taak daarmede afgedaan medewerking aanmerkelijke uitbreiding doel bereikt waar tant vaut tant vaut la tegemoetkoming slaven geïnd gelden europa gronden zullen welligt handen genoeg geld den arbeid ontwerp genoegzaam dreigend gevaar wel nederlandsche staats-courant tweede zitting julij nederlandsche staats-courant tweede zitting julij nederlandsche staats-courant,5.380608098415628,5.847412160600071,6.439274964874672,4.984043,6.181637,5.8999257,Structural_Continuity_Neocolonial,Historical_Slavery_Colonialism
c5bb39b7:01840,woorden zuylen nooit vernomen buiten water zwemkunst groote vorderingen gemaakt evenmin geloof mogelijk vrij vrijheid leeren mening staatstoezicht nodig lang praktische geest engelschen daartegen opgekomen den duur toezigt gesteld daarbij spoedig doellooze toezigt ondervonden den betrekkelijk korten tijd vier jaren verhouding quasi-meesters quasi- slaven laatstgenoemden verbitterd vrij heetten vrij terwijl meesters verbitterd hunne zoolang eigendom eenige regten moesten zesde persoon laatste sprak eerste dag liberaal bosse plaatste openingsstatement historische deed mijne neem vrijheid voorop eerste ten aanzien hetwelk vijf zes malen verschillende vormen afdeelingen hoogst moeijelijk mondelinge discussie nieuws grond opmerking vergadering verschooning indien hetgeen aanvoeren anders herhaling hetgeen vroeger zeker beter gezegd mijne tweede opmerking dadelijk eene herhaling den loop dezer discussie gemaakt wij eigenlijk werk den tegenwoordigen minister overgenomen,5.069274823709354,5.531014949643211,5.815550458174906,4.8170853,5.519582,5.4342227,Structural_Continuity_Neocolonial,Historical_Slavery_Colonialism
c5bb39b7:01843,tweede zitting julij nederlandsche staats-courant tweede zitting julij nederlandsche staats-courant tweede zitting julij waarom vrijheid wachten delea esajas stelde vervolgens ontwerp tweede reden teruggang kolonie suriname verdwijnen geloof oogpunt algemeen belang dezen maatregel hetgeen wij dikwijls belanghebbenden welvaart suriname opgemerkt gaarne zagen staat zelven bevordering welbegrepen eigenbelang zeer weinig zeer weinig werden handen uitgestoken zelve werk zegt staat staat zorgen één alle zorgen toekomstige welvaart kolonie suriname wederom ontwerp den staat geloof algemeen karakter dezer betrekking tegemoetkoming vergeleek bosse plan nederlandse regering zei edelmoedig geven noodig wij zouden voorbeeld moeijelijk eene tweede wel eene zeer waarom meen engelsche maatstaf tegemoetkoming volstrekt aanmerking gebeuren langs ten koste nederlandsche belastingschuldigen,4.381462909310828,4.244545577626151,4.228781066794945,4.7222395,5.097926,5.0093007,Contemporary_Manifestations,Historical_Slavery_Colonialism
